iteration avg-period20001 avg-period5001 avg-period200001 avg-period10001
81 0.6981667798284055 0.7634223706176958 0.7016542188753783 0.8527048387096774
82 0.7015072251691972 0.7697067238912733 0.7049588439729283 0.8555531250000001
83 0.7047792301668576 0.775250312891114 0.7081934823203423 0.858281818181818
84 0.7079757157312063 0.7805951056729699 0.7113755133622999 0.8610308823529411
85 0.7111040527027821 0.7853853853853855 0.7144979707076052 0.8635757142857143
86 0.7141526655427008 0.7897361237488633 0.7175385152026047 0.8661249999999996
87 0.7171357967932874 0.7938990825688076 0.7205126142175736 0.868545945945946
88 0.7200630645986024 0.7976597382602005 0.7234492358388729 0.8708842105263159
89 0.7229425313184654 0.8013795568263048 0.7263013313858768 0.8732115384615384
90 0.7257663463140936 0.8048765843895934 0.7291056052441529 0.8754437499999997
91 0.7285418383605297 0.8082958098811757 0.7318531948794021 0.877636585365854
92 0.7312439541329276 0.8118422601530308 0.7345758382696598 0.8797547619047619
93 0.7338922638567815 0.8151889938854918 0.737223805171765 0.881791860465116
94 0.7364746556034254 0.8186413902053715 0.7398133078027764 0.883726136363636
95 0.7390279458975839 0.8217833916958477 0.7423525077627494 0.8856122222222222
96 0.7415217957398051 0.8251095759885655 0.744858080308317 0.8874108695652173
97 0.7439642286480077 0.8281809913597087 0.7473135405391476 0.8891744680851061
98 0.7463716136931788 0.8312809917355374 0.7497214427835317 0.8908979166666674
99 0.7487142063532148 0.8342892872030019 0.7520887833947779 0.8925724489795914
100 0.7510229488525573 0.8373129251700686 0.754400779961002 0.8941730000000002
101 0.7648999999999999 0.7259898477157363 0.7566768971833074 0.7628140703517589
102 0.7810500000000001 0.7454408060453395 0.7589000539189253 0.7819298245614033
103 0.7965666666666665 0.7574204355108876 0.7610737342847433 0.7980300500834726
104 0.8069625 0.766235884567127 0.7632272486899665 0.8083729662077593
105 0.8162600000000002 0.774864593781344 0.7653473644112181 0.8174874874874876
106 0.8235166666666666 0.7820467836257312 0.7674255931323996 0.8241534612176815
107 0.8293928571428567 0.7881030780243381 0.7694626419326194 0.8296426018584698
108 0.8349437499999999 0.7927551659361302 0.7714642840609227 0.8346153846153846
109 0.8395444444444446 0.7968057874234836 0.773435163524609 0.8389382990550301
110 0.8440000000000002 0.8009113670505758 0.7753643016226534 0.8421160580290145
111 0.8481863636363629 0.8044788347746927 0.7772568803207064 0.8452751250568443
112 0.8515749999999994 0.8083562786816857 0.779121021382974 0.8484868695289708
113 0.8549846153846152 0.81184058529072 0.7809596920490249 0.8513620623316658
114 0.8583357142857142 0.8153485877726134 0.7827678610587253 0.8539299749910683
115 0.861496666666667 0.8184484484484484 0.7845437154906307 0.8566188729576524
116 0.8643874999999995 0.8214419768533 0.7862949872850306 0.8591341044076273
117 0.8671588235294118 0.8243361789814542 0.7880201700782017 0.8613857016769638
118 0.8699555555555554 0.8273616902974701 0.7897110291936781 0.8636815782161714
119 0.8727394736842108 0.8303924150645247 0.7913759926053529 0.8659805211897865
120 0.875175 0.8333249937453092 0.793020707470522 0.8682170542635655
121 0.8778380952380955 0.8361567786514176 0.7946477418288498 0.870366753989045
122 0.8802000000000005 0.8389652035478735 0.7962464653087986 0.8724460104569219
123 0.8824695652173911 0.8417598433761145 0.7978175683915291 0.8745488149597739
124 0.8848999999999998 0.8446237231603084 0.799368573847829 0.8765680350072931
125 0.8872760000000001 0.8475105063037822 0.8008947642094317 0.8784776955391077
126 0.8894134615384616 0.7281122448979592 0.8024026824332369 0.8804943258318907
127 0.8915425925925926 0.7487626262626259 0.8038825243100665 0.8825652898684939
128 0.8936428571428572 0.7612919463087248 0.8053478379750786 0.8845579567779955
129 0.8957551724137932 0.771381909547739 0.8067822952598738 0.8866321779617173
130 0.8978266666666669 0.7788152610441769 0.8082012230298833 0.8886231038506414
131 0.8997354838709678 0.785 0.8095958169535514 0.8905565413776415
132 0.9015999999999995 0.7912034383954157 0.8109723116548619 0.8923972495702454
133 0.9034772727272724 0.797080200501253 0.8123205894515249 0.8941991210789508
134 0.9052485294117645 0.8024331848552341 0.8136498638110516 0.8960200029416088
135 0.9069085714285712 0.8062775551102207 0.8149716677160103 0.8977168166880982
136 0.9085208333333336 0.8107923497267759 0.8162714606080657 0.8994179747187109
137 0.910071621621622 0.8149373956594325 0.8175551987153753 0.9011312339505336
138 0.9115763157894733 0.8186209553158704 0.8188148980109416 0.9027043031977894
139 0.9130346153846155 0.8219527896995709 0.8200622279774111 0.9042672137453518
140 0.9144699999999999 0.8249866488651537 0.8212906681904221 0.905826978372297
141 0.9158426829268292 0.8282947434292868 0.8224984929612427 0.9073252835711672
142 0.9171678571428578 0.8312926972909308 0.8236970529206715 0.9087808072389575
143 0.918446511627907 0.8340711902113455 0.8248718576273558 0.910183742295616
144 0.9197238636363637 0.8368835616438356 0.8260282629075383 0.9116058643027616
145 0.9209166666666668 0.8398973973973978 0.8271783731595458 0.9129592176908542
146 0.9221130434782608 0.8426525262154435 0.8283110167460017 0.9143167735623433
147 0.923290425531915 0.8456983621474066 0.8294214482500597 0.9156367698691341
148 0.9244604166666668 0.8484747606614447 0.8305259957433875 0.9169257214293154
149 0.9255836734693875 0.8514470391993327 0.8316106842052285 0.9181794060618431
150 0.9266749999999999 0.8543334667734187 0.8326872437585413 0.9194429442944292
151 0.9277215686274509 0.7326153846153847 0.8337415979603324 0.7766161616161624
152 0.9288048076923077 0.7535696202531645 0.83479392125259 0.7934422110552768
153 0.9298254716981134 0.7677478991596637 0.8358305284141042 0.8041137123745818
154 0.9308212962962967 0.7773333333333334 0.8368491282750561 0.8128070175438594
155 0.9317827272727272 0.785899497487437 0.8378532950549981 0.8208416833667335
156 0.9327241071428567 0.7926025104602507 0.838846511329765 0.8275626043405677
157 0.9336403508771929 0.7977562724014333 0.8398344001783383 0.8328683834048642
158 0.9345112068965519 0.8023761755485895 0.8408037720325305 0.8372528160200255
159 0.935379661016949 0.8067075208913651 0.8417587497248511 0.8415294771968859
160 0.936231666666667 0.8108020050125316 0.8427052279616266 0.8452552552552554
161 0.937040163934426 0.8150296127562641 0.8436415018167139 0.848621474067334
162 0.9378427419354842 0.8190855949895617 0.844565599827166 0.8517973311092575
163 0.9386253968253974 0.8227745664739884 0.8454811202110365 0.8550500384911472
164 0.9393773437499999 0.8262218246869408 0.8463854760525593 0.8579949964260186
165 0.9401292307692306 0.829839732888147 0.8472806884639859 0.8606871247498336
166 0.9408515151515153 0.8331392801251956 0.8481672238787987 0.8631832395247028
167 0.9415649253731343 0.8362916053019142 0.8490431424208856 0.8654855797527956
168 0.9422455882352939 0.8392712100139085 0.8499113121633282 0.8680794886047807
169 0.9428942028985507 0.8421844532279316 0.8507700955593033 0.8705739863085834
170 0.9435457142857148 0.8450237797246559 0.8516184818093584 0.8730165082541267
171 0.9441774647887324 0.8479618593563767 0.8524531446448935 0.8753763696998565
172 0.944791666666667 0.8507440273037544 0.853283916165228 0.8778490222828556
173 0.9453842465753423 0.8535843307943416 0.8541085517759605 0.8801261418007832
174 0.9459540540540542 0.8564275286757039 0.8549214103043015 0.8825302209253855
175 0.9465359999999999 0.8590830830830829 0.8557218365189567 0.884803921568627
176 0.9471032894736839 0.7314432989690722 0.856519701144854 0.8869353597537519
177 0.9476409090909095 0.7513451776649747 0.8573074206943302 0.8890088921822897
178 0.9481891025641026 0.765622895622895 0.8580905030757563 0.8911003929974994
179 0.9487189873417716 0.7760705289672543 0.8588637188905337 0.8931786823042428
180 0.9492337500000001 0.7829879275653923 0.8596258437265633 0.895103367789263
181 0.9497475308641975 0.788417085427136 0.8603820336454795 0.8969780574378832
182 0.9502457317073173 0.7938235294117648 0.8611307381665341 0.8988386995936228
183 0.9507397590361448 0.7986511919698874 0.8618679817491323 0.9005941194301303
184 0.9512178571428569 0.8033723522853955 0.8625974837640278 0.9023271550456019
185 0.951694117647059 0.8080541624874625 0.8633182886949002 0.9040154329808514
186 0.9521703488372094 0.8122424794895169 0.8640329561033302 0.9056557377049179
187 0.9526195402298847 0.8160401002506263 0.8647365043715405 0.9072844011895108
188 0.9530664772727266 0.8193639167309176 0.8654354937368687 0.9088891813635168
189 0.9534966292134831 0.8224409448818895 0.8661225893494876 0.9104206206719673
190 0.9539333333333334 0.8257882431529727 0.8668032420199467 0.911950487621906
191 0.954359340659341 0.8291953663118347 0.8674788618099001 0.9135191510124422
192 0.954779891304348 0.8323718326458459 0.8681471836670919 0.9150154798761609
193 0.9552005376344084 0.8353644963828606 0.8688090982098909 0.9164596417771569
194 0.9556132978723403 0.8384396415392726 0.8694636736166594 0.9178426915208001
195 0.9560173684210526 0.8414672008012023 0.8701115356016512 0.9191787063791953
196 0.9564166666666671 0.8442656175488797 0.8707550827785007 0.9205098934550991
197 0.9568144329896904 0.8469321802457894 0.8713887972386485 0.9217961268354974
198 0.9572010204081632 0.8496277753591641 0.8720171207797782 0.9230766826422169
199 0.9575732323232322 0.852290362953692 0.8726373709203286 0.9243508879363134
200 0.957939 0.8551041249499397 0.8732544186395343 0.9255681136227245
201 0.7814070351758795 0.7301554404145079 0.8738630879828861 0.7734517766497462
202 0.8009022556390978 0.7467938931297711 0.8744667211207645 0.7944836272040307
203 0.8145075125208686 0.7638279932546372 0.875067362872836 0.8088777219430486
204 0.8247809762202755 0.7732912988650695 0.8756640768608613 0.8179548306148057
205 0.8324524524524523 0.781208459214501 0.876251798736616 0.8258375125376131
206 0.8381234361968306 0.788633696563286 0.8768357564136791 0.8310693400167086
207 0.8436097212294491 0.7945656855707105 0.8774150382841 0.8360987831066572
208 0.8480425265791118 0.8003452605147524 0.8779844234513593 0.840851596743895
209 0.8516509171762082 0.8050641383156721 0.8785509916030715 0.8447189760712296
210 0.8548974487243625 0.8099096838936277 0.8791133544439418 0.8484777165748622
211 0.8578808549340609 0.8141586867305064 0.8796696760740269 0.8518525261720531
212 0.8605043768236764 0.8181445883827834 0.8802179193886936 0.8548226950354616
213 0.8631781454405543 0.821847281141535 0.8807626581535649 0.8577551020408164
214 0.8657627724187207 0.8253311851056209 0.8813044087754957 0.8602252413299967
215 0.8681593864621543 0.8285666555295692 0.8818415850794168 0.8623990657323992
216 0.8702938418255703 0.8318822424052617 0.8823737876438045 0.8646918986549893
217 0.8724124742571345 0.835107574417919 0.8829003940001381 0.8668089490727118
218 0.874801333703807 0.8381129974951297 0.8834214811586891 0.8688851820961913
219 0.877083443011319 0.8411415765884525 0.8839375813337591 0.8708111667105608
220 0.879189797449362 0.8441272226396193 0.884451262471307 0.8727695771828874
221 0.8811502738747322 0.8470426901979491 0.8849616524513025 0.8748129616392659
222 0.8830825187542625 0.8499112223992715 0.885467894867233 0.8767364111894475
223 0.8850880626223093 0.8528260396255173 0.8859704939351134 0.8787709375679789
224 0.8870327151489894 0.8557563112872938 0.8864681591928754 0.8806858453199918
225 0.8890458091618322 0.8584678549969956 0.8869638452478837 0.8827216329797878
226 0.890946335833814 0.7310416666666668 0.8874544810955508 0.8847181065999618
227 0.8928171883682166 0.7497959183673469 0.8879399132177705 0.8867296646284965
228 0.8947026254688336 0.7649831081081079 0.8884206486699854 0.8887636233696624
229 0.8965545783755823 0.7748863636363639 0.8888982773301893 0.8908383646713819
230 0.8984397399566597 0.7821874999999997 0.8893719701745613 0.8927463731865934
231 0.90031295370221 0.7884312080536914 0.8898428605441439 0.8946990479264164
232 0.9021581497108925 0.7948850574712645 0.8903094760888773 0.8966234172268248
233 0.9039308986210027 0.8001758793969852 0.8907725156112533 0.8985023495528275
234 0.9056714222679804 0.8050279017857142 0.8912318112860836 0.900285420038252
235 0.9074210601514501 0.8094126506024096 0.8916850705304142 0.9021151922252396
236 0.9090429226281423 0.813854927007299 0.8921374547149425 0.9038863415311935
237 0.9106622516556291 0.8179264214046823 0.8925853884939141 0.90559551169393
238 0.912280563232004 0.8214197530864196 0.8930293481229384 0.9073094642622083
239 0.9138351070650086 0.8248818051575934 0.8934702202882783 0.9089739643452616
240 0.9153256657082135 0.8281717914438502 0.8939055436345084 0.9105964736776292
241 0.91680204903037 0.831798245614035 0.8943389141304118 0.9122020251311459
242 0.9182164543398025 0.8353213443396225 0.8947668436602549 0.9137382398475644
243 0.9195429701128037 0.8386636971046769 0.8951922799942383 0.9152332208910086
244 0.9208966928060007 0.8418802742616035 0.8956136144751133 0.9166897806070259
245 0.9222146905211693 0.8450425851703409 0.8960329381033044 0.9181193731243747
246 0.9234982063267744 0.8480462786259537 0.8964476331781874 0.9195563770794827
247 0.9247951909777629 0.8509767759562843 0.8968595777413411 0.9209396615941254
248 0.9260204187936241 0.853830574912892 0.8972690066732525 0.9222579972908201
249 0.9272466578222262 0.8568551752921535 0.8976741430894964 0.9235459834643257
250 0.9284248424842481 0.8595733173076923 0.8980776384472309 0.9248144443332998
251 0.9295587802725759 0.7351832460732984 0.8984787155634351 0.7763265306122449
252 0.9306625637080491 0.7573657289002557 0.8988752207297479 0.7946717171717174
253 0.9317492216246821 0.7710998307952626 0.8992691844034703 0.8082046979865776
254 0.9328030373182702 0.7819089759797723 0.8996608334481604 0.8192211055276385
255 0.933817619783617 0.7902522704339054 0.900048822572106 0.826817269076305
256 0.9348075721046526 0.796750629722922 0.9004337805902225 0.8329013377926422
257 0.9357724361786119 0.8023723939611791 0.9008153537868913 0.8381805157593125
258 0.9367117854987497 0.807536140791955 0.9011943566985136 0.8427255639097747
259 0.9376311551826424 0.8123953098827472 0.9015698538638248 0.84640868596882
260 0.9385223768647387 0.8166499246609742 0.9019440010769028 0.8498547094188383
261 0.9393933929010578 0.8206800547695114 0.9023141319131817 0.8530236794171216
262 0.9402427615130251 0.8247176913425346 0.9026812465410964 0.8556510851419035
263 0.9410842130327801 0.8283442686221534 0.9030465200281361 0.8583590138674887
264 0.9419071802484571 0.8316696524543171 0.9034092157345502 0.8607939914163089
265 0.9427140549273022 0.8350451354062182 0.9037686081394689 0.8632209612817087
266 0.9434957193726803 0.8382795361955501 0.9041266141613876 0.865122027534418
267 0.9442741995671321 0.8410203479799476 0.9044817512780662 0.867329210836278
268 0.9450246341642771 0.8439710387078805 0.9048349844219322 0.8694688542825354
269 0.9457634611203711 0.846961223951464 0.9051854054757349 0.8717070600632243
270 0.9464847489106367 0.8500902029566525 0.9055341567748739 0.8736986986986984
271 0.9471843087541376 0.8531090431877835 0.9058792273205295 0.8756244041944712
272 0.9478533231474409 0.8558733773627878 0.90622157680925 0.877590991810737
273 0.9485183916706623 0.8586037900239599 0.9065628834636728 0.8796997389033941
274 0.9491587269410097 0.8613692339803799 0.9069011514388425 0.8817806505421187
275 0.9497966531102072 0.8641454618312963 0.9072376865875167 0.8838991192954363
276 0.950413843015988 0.7390000000000001 0.9075719642760092 0.88603156274057
277 0.951013702188454 0.7573333333333336 0.9079036479485935 0.8880800593031877
278 0.951603948971088 0.7711864406779659 0.9082322260390999 0.8901072194424592
279 0.9521836825115509 0.780873417721519 0.9085584487733194 0.8920928226363009
280 0.9527476717294832 0.7883232323232326 0.9088819842502809 0.8941377585056705
281 0.9532983517501079 0.796168067226891 0.9092041066884928 0.8960248547449973
282 0.9538386486980914 0.8021151079136692 0.9095248311200156 0.897854909318324
283 0.9543689378878247 0.8072327044025157 0.9098422289358831 0.8997331716191629
284 0.9548901720340498 0.8118994413407821 0.9101579197549335 0.9015303119482048
285 0.9553938466968649 0.8161809045226128 0.9104717461097177 0.9032961692395655
286 0.9558956916099772 0.8203424657534244 0.9107825038023811 0.9050555864369096
287 0.956379676992931 0.8238577405857739 0.9110914443999235 0.9068117901568417
288 0.956856071367691 0.8274633204633204 0.9113982396138955 0.9085071090047394
289 0.9573240069666832 0.8306953405017918 0.9117027387069432 0.9101731657260135
290 0.9577815434190786 0.8336555183946488 0.9120061723073738 0.911797148574287
291 0.9582284740919832 0.8365423197492164 0.9123066613975704 0.913369936554417
292 0.9586689493994238 0.839117994100295 0.9126054348384445 0.914897570271558
293 0.9591004892736172 0.8418857938718662 0.9129025101960715 0.916375058166589
294 0.9595228469599449 0.8446200527704483 0.9131973946021329 0.9178296953160533
295 0.959936312437497 0.8473508771929823 0.9134904493144183 0.9192341040462427
296 0.9603463722068859 0.8502124105011939 0.9137818617928752 0.9206187472814266
297 0.960740244342492 0.8530250569476081 0.9140708068887727 0.9219678586632608
298 0.9611245471707741 0.8558758169934642 0.9143571416586969 0.923264902042518
299 0.9615051265215412 0.85878496868476 0.9146423972843265 0.9245447121273992
300 0.9618780939046953 0.8616773547094191 0.9149250845819238 0.9257813125250098
301 0.7790909090909082 0.7381481481481481 0.9152067241407953 0.7750769230769227
302 0.8024874371859296 0.7556812339331622 0.9154856707670399 0.7945822784810129
303 0.8174414715719063 0.7694736842105262 0.9157621161366972 0.8099495798319325
304 0.828032581453634 0.7789607097591889 0.9160380585845624 0.8196477987421383
305 0.8365130260521042 0.7867846309403439 0.9163115358764609 0.8270552763819096
306 0.8427879799666107 0.793061396131203 0.9165833891603079 0.8342845188284522
307 0.8482546494992846 0.7987616990640753 0.9168537971694274 0.8395053763440861
308 0.852446808510638 0.8039018250471994 0.9171232609860229 0.843742946708464
309 0.856607341490545 0.8085410844046952 0.9173908189187883 0.8476880222841224
310 0.859664664664665 0.8132780291603819 0.917655521685134 0.8515538847117797
311 0.8624977252047314 0.817359524897213 0.9179198083632102 0.8550341685649202
312 0.8645996663886573 0.821167852658016 0.9181820804153782 0.8584885177453023
313 0.8668706697459583 0.8247392815758984 0.9184428363764157 0.8612485549132947
314 0.8689885632594709 0.8281642165650765 0.9187016130316394 0.8636744186046512
315 0.871094062708472 0.831308129809301 0.9189595403247572 0.8660233722871453
316 0.8732926829268292 0.8344967074317968 0.9192153605164474 0.8682190923317686
317 0.875385520894644 0.8375184420182943 0.9194694089998577 0.8704830633284233
318 0.8773902167871037 0.8403984396767905 0.919722174179651 0.8726453407510429
319 0.8794260136914167 0.8432462391132225 0.9199727277001927 0.8746403162055334
320 0.8814007003501749 0.8460190523940837 0.9202217152856988 0.8766958698372967
321 0.8832039066222012 0.8486345189782765 0.9204689958100337 0.8785029797377831
322 0.8852796725784448 0.8512303485987696 0.9207147404543412 0.8804550625711036
323 0.887235754675946 0.8539551100457616 0.9209592730762681 0.8824221980413491
324 0.8891475614839517 0.8566986844852786 0.9212026048980723 0.8842815432742444
325 0.8911744697879158 0.8593205051112447 0.9214436700973831 0.8862662662662657
326 0.8931204309349751 0.7357978723404257 0.9216831030198921 0.8883464870067372
327 0.8951296776583919 0.7531185567010305 0.9219216831546916 0.8904040778498613
328 0.8970560914612362 0.765578231292517 0.9221591134281486 0.8923824843610367
329 0.8990220765781303 0.7739847715736039 0.9223949484050395 0.8944279551337361
330 0.9009053017672557 0.7823785425101215 0.9226288995621286 0.8963469557964975
331 0.902737979993546 0.7894949494949492 0.9228620413588924 0.8983034705407582
332 0.9045295404814007 0.7952449567723344 0.9230936281080104 0.9001391712275216
333 0.9063185813882991 0.7999244332493702 0.9233239741145023 0.9019105382865809
334 0.9079891144454251 0.8046252796420583 0.923552491729166 0.9037512877115528
335 0.9097156330380107 0.808732394366197 0.9237800928344351 0.9054896354538954
336 0.9113698249513753 0.8126234003656304 0.9240064879986915 0.9072494788047253
337 0.9130035144633688 0.8164656616415412 0.9242309461283955 0.9089966193373904
338 0.914601210844959 0.8203979907264298 0.9244548157571628 0.9106701777485191
339 0.9160618107206971 0.8240028694404592 0.9246769221692895 0.9122629890955741
340 0.9175268817204302 0.8272423025435067 0.9248977220923219 0.9138073796122574
341 0.9189643815564772 0.8306367628607281 0.9251173736455476 0.9153227577791337
342 0.920408430578709 0.8338459268004722 0.9253357407055453 0.9167849910661107
343 0.9217922772737843 0.8370791527313264 0.9255529802772551 0.918229203025015
344 0.9231518526937939 0.8400184794086593 0.9257685208063837 0.9196293348493464
345 0.9244787730606798 0.8430767301905716 0.9259833915450504 0.9210005558643681
346 0.9257447271145902 0.8459049665711562 0.9261964422479442 0.9223295269168027
347 0.9269653117684613 0.8487169553327256 0.9264086972810186 0.9235912719531675
348 0.9282142112940199 0.8514080209241499 0.926619301446818 0.9248587806149033
349 0.9293968156766682 0.8540768588137009 0.9268291285225143 0.9260775906074531
350 0.9305681136227245 0.856902566158781 0.9270377566034766 0.9272976488244125
351 0.9317091586585606 0.7316577540106952 0.92724519593738 0.769587628865979
352 0.9328140026928253 0.7505943152454777 0.9274508884816975 0.7911928934010153
353 0.9338790337799581 0.7640374787052813 0.9276556989277778 0.8052020202020206
354 0.9349203556214118 0.7760609911054638 0.927858928546207 0.8157556675062974
355 0.9359238043280598 0.7851773049645391 0.9280615765975131 0.8238329979879272
356 0.9369155206286837 0.7921903959561922 0.9282632266400752 0.8299832495812397
357 0.9378408492718019 0.7977505407353996 0.9284631867901009 0.8360401721664278
358 0.9387601310570791 0.8030371770636416 0.9286621695227717 0.8411606022584693
359 0.9396541786743515 0.8075321768326806 0.9288600437319814 0.844938684503902
360 0.940523420570095 0.8122697533970811 0.9290565408813763 0.8484653961885659
361 0.9413698967043779 0.8164380429812532 0.9292525034279306 0.8517593436645393
362 0.9421906759154701 0.8202304147465438 0.9294472452037958 0.8544486215538845
363 0.9429925384981744 0.8240355624275221 0.9296410517761464 0.8572474942174247
364 0.9437826222847319 0.8277287405812704 0.9298335187703465 0.8601288475304222
365 0.9445406985690107 0.8316437897556074 0.9300245202120523 0.8627488309953242
366 0.9452954993180787 0.8350800125509881 0.9302147511646018 0.8650939261114587
367 0.9460188087774294 0.8380011809861236 0.9304043541641123 0.8674572775486148
368 0.946735549345492 0.8409896849735155 0.9305927908588199 0.869755147468002
369 0.9474293375851575 0.8441589648798518 0.9307803417297872 0.8720347917764893
370 0.9481054436348046 0.8472535741158768 0.930966743692653 0.8741086629944919
371 0.9487695450063393 0.85016718414139 0.9311525451139473 0.8761540295660472
