iteration rlow-5001 llow-5001 rlow-10001 llow-10001 rlow-20001 llow-20001 rhigh-5001 lhigh-5001 rhigh-10001 lhigh-10001 rhigh-20001 lhigh-20001
58 0.49296875 0.51375 0.5756249999999999 0.56421875 0.78609375 0.77078125 0.5115624999999999 0.5932812500000001 0.6040625000000001 0.6778124999999999 0.7453124999999999 0.7742187500000001
59 0.5001562500000001 0.5209375 0.57859375 0.56609375 0.7935937500000001 0.7775 0.5196875000000001 0.5912499999999999 0.61046875 0.68140625 0.74796875 0.778125
60 0.5059375 0.5290625 0.5823437499999999 0.5690625 0.79828125 0.7829687500000001 0.5221875 0.59515625 0.6156250000000001 0.69 0.750625 0.7810937499999999
61 0.5126562499999999 0.535625 0.59046875 0.57109375 0.79953125 0.79015625 0.538125 0.6026562499999999 0.6178125000000001 0.6921875000000001 0.7537499999999999 0.7842187500000001
62 0.51078125 0.5403125000000001 0.5960937500000001 0.5728125000000001 0.80015625 0.79453125 0.5476562500000001 0.6007812499999999 0.6220312499999999 0.6996875 0.7621875000000001 0.78984375
63 0.51328125 0.55171875 0.6021875 0.5748437500000001 0.8057812499999999 0.7984375 0.56421875 0.6125 0.6221875 0.705625 0.7653125000000001 0.79609375
64 0.5193749999999999 0.559375 0.604375 0.57796875 0.8071875000000001 0.8032812500000001 0.5696875 0.6153125000000002 0.62328125 0.7090625 0.7670312499999999 0.8024999999999999
65 0.52484375 0.5648437500000001 0.60609375 0.584375 0.8118749999999999 0.809375 0.575 0.6199999999999999 0.63140625 0.7189062500000001 0.7701562500000001 0.80796875
66 0.5432812499999999 0.5703125000000001 0.60828125 0.5971875000000001 0.81484375 0.8140624999999998 0.5860937500000001 0.62015625 0.6356250000000001 0.725 0.7725000000000001 0.8123437499999999
67 0.5518750000000001 0.5756249999999999 0.61453125 0.60734375 0.81515625 0.8146875 0.5996875 0.62796875 0.6407812500000001 0.7279687499999999 0.7737499999999999 0.8182812500000001
68 0.56484375 0.5846875 0.62625 0.6190625000000001 0.8190625 0.819375 0.60625 0.6378125 0.6448437499999999 0.73625 0.7782812499999999 0.8189062500000001
69 0.5685937500000001 0.5968749999999999 0.63359375 0.6243750000000001 0.8207812499999999 0.8217187499999999 0.61671875 0.6409375 0.6520312500000001 0.74328125 0.78421875 0.8209375
70 0.5796875 0.5984375 0.6406250000000001 0.63203125 0.82109375 0.82359375 0.6264062499999999 0.6532812500000001 0.6610937499999999 0.74453125 0.78484375 0.82296875
71 0.5935937499999999 0.60890625 0.6525000000000001 0.6360937499999999 0.82421875 0.82421875 0.6315625 0.6615625 0.6643749999999998 0.7490624999999999 0.7846874999999999 0.8267187499999998
72 0.59984375 0.6173437500000001 0.6570312500000001 0.6457812500000001 0.82640625 0.8270312499999999 0.6415624999999999 0.6654687500000002 0.6751562499999999 0.75140625 0.7859375 0.8278125
73 0.60765625 0.62140625 0.66234375 0.655 0.8271875000000002 0.8276562499999999 0.65125 0.6685937500000001 0.6854687500000001 0.7568749999999999 0.78890625 0.82875
74 0.6201562500000001 0.63234375 0.6712499999999999 0.66359375 0.8282812500000001 0.83328125 0.6565625 0.6668749999999999 0.6920312500000001 0.76125 0.7910937500000002 0.834375
75 0.625 0.6428124999999999 0.6799999999999999 0.6690625 0.8310937500000002 0.8334374999999999 0.6603125 0.67390625 0.699375 0.7704687499999999 0.79375 0.8353125
76 0.44875 0.49140624999999993 0.6884374999999999 0.6749999999999999 0.8328125 0.8364062499999999 0.485 0.6231249999999999 0.704375 0.77796875 0.79515625 0.83625
77 0.47046874999999994 0.50796875 0.700625 0.6825 0.83296875 0.83671875 0.51375 0.6240625000000001 0.7112499999999999 0.78046875 0.7978125 0.84109375
78 0.4771875 0.5262499999999999 0.7120312500000001 0.6942187499999999 0.8345312500000001 0.8396874999999999 0.51453125 0.6290625 0.71359375 0.7818750000000001 0.7971875 0.8426562499999999
79 0.49281250000000004 0.5365624999999999 0.7229687499999999 0.70546875 0.8354687500000001 0.84015625 0.519375 0.6245312499999999 0.7193750000000001 0.78234375 0.7965625000000001 0.84640625
80 0.49609375 0.5428125 0.7306250000000001 0.7100000000000001 0.8384374999999998 0.8409374999999999 0.53546875 0.62375 0.7290625000000002 0.7853125 0.7970312500000001 0.8481249999999999
81 0.5076562499999999 0.5553125000000001 0.7409375 0.7165625000000001 0.8390625 0.8428125 0.53703125 0.62234375 0.7359375 0.79078125 0.7984375 0.850625
82 0.5115624999999999 0.56421875 0.7440624999999998 0.7239062500000001 0.8390625 0.8442187499999999 0.5334375 0.6321875 0.7435937499999998 0.7964062500000001 0.8010937499999999 0.8504687499999999
83 0.5153125000000001 0.56484375 0.7501562500000001 0.7321875 0.8418749999999999 0.8446875 0.53671875 0.6281249999999999 0.7465624999999999 0.8032812499999998 0.8017187499999998 0.85125
84 0.52046875 0.5717187499999999 0.75515625 0.73671875 0.8426562500000001 0.8473437500000001 0.5390625 0.62796875 0.750625 0.8099999999999999 0.8009374999999999 0.8520312499999999
85 0.5303125 0.58328125 0.7615624999999999 0.74140625 0.8439062500000001 0.84890625 0.5446875 0.635625 0.7609375 0.81796875 0.8017187499999998 0.8526562499999999
86 0.53703125 0.5909375 0.7709374999999999 0.74484375 0.84453125 0.85 0.55265625 0.6376562499999999 0.77390625 0.8223437499999999 0.8028124999999999 0.8540625000000001
87 0.54453125 0.595625 0.7759375 0.7496875000000001 0.84546875 0.8515625 0.54875 0.639375 0.7792187500000001 0.828125 0.80234375 0.8543750000000001
88 0.5515625 0.6003125 0.7840625 0.7526562499999999 0.84609375 0.850625 0.5596875 0.6415625 0.78796875 0.8337500000000002 0.8032812499999998 0.85515625
89 0.5581250000000001 0.6031250000000001 0.7909375 0.75984375 0.8459375 0.8510937499999999 0.5662499999999999 0.64296875 0.7921874999999999 0.83984375 0.8029687500000001 0.85671875
90 0.56375 0.6104687500000001 0.79703125 0.76578125 0.84609375 0.853125 0.5765625 0.6439062499999999 0.8012500000000001 0.8450000000000001 0.804375 0.85671875
91 0.5673437499999999 0.6181249999999999 0.8073437499999999 0.77234375 0.84734375 0.8528125 0.5831250000000001 0.65234375 0.80828125 0.8474999999999999 0.8056249999999998 0.8578125
92 0.5785937499999999 0.615 0.8112499999999999 0.7796874999999999 0.84796875 0.85453125 0.5884375000000001 0.6556249999999999 0.8184375000000002 0.84734375 0.8053125 0.85875
93 0.588125 0.61921875 0.8139062500000002 0.7871875000000002 0.84828125 0.85375 0.59328125 0.6628125 0.8234375 0.8478125000000001 0.80625 0.86
94 0.5918749999999999 0.6314062500000001 0.8168749999999999 0.79046875 0.8484375 0.85546875 0.6059374999999999 0.6684374999999999 0.829375 0.8520312499999999 0.8059375 0.8604687500000001
95 0.6012500000000001 0.6378125000000001 0.8221875000000001 0.79453125 0.8487500000000001 0.85703125 0.6195312499999999 0.67421875 0.83328125 0.8595312500000001 0.80828125 0.86015625
96 0.6121874999999999 0.650625 0.8282812500000001 0.79625 0.8487500000000001 0.8582812499999999 0.6246875 0.6840624999999999 0.83953125 0.86171875 0.80859375 0.8606250000000001
97 0.62015625 0.6640625 0.83296875 0.7965625000000001 0.8490624999999999 0.85875 0.62890625 0.691875 0.84140625 0.8634375000000001 0.8081250000000001 0.860625
98 0.6268749999999998 0.66921875 0.8365625 0.8020312500000001 0.8493749999999999 0.85859375 0.6348437499999999 0.6948437500000001 0.8462499999999998 0.8662499999999997 0.8103124999999999 0.8603124999999998
99 0.6409374999999999 0.6885937500000001 0.8448437500000001 0.8040625 0.8493749999999999 0.858125 0.6371874999999999 0.700625 0.8535937500000002 0.8682812499999999 0.8103125 0.86109375
100 0.6520312500000001 0.70109375 0.84859375 0.8090624999999999 0.84921875 0.858125 0.64578125 0.705625 0.85875 0.8715624999999999 0.81125 0.86109375
101 0.46234374999999994 0.52046875 0.6014062499999999 0.5898437500000001 0.5973437500000001 0.62375 0.46578125000000004 0.64828125 0.6056250000000001 0.8042187500000001 0.5576562500000001 0.79703125
102 0.49234375 0.53671875 0.6331249999999999 0.60546875 0.6275000000000001 0.6435937500000002 0.4867187500000001 0.6504687500000002 0.6429687499999999 0.8006249999999999 0.5840624999999999 0.791875
103 0.5067187499999999 0.55390625 0.65609375 0.6185937499999999 0.6562500000000001 0.6546875 0.49328125 0.6507812499999999 0.6603125000000001 0.80078125 0.59609375 0.790625
104 0.5142187500000001 0.5581250000000001 0.66484375 0.6339062500000001 0.6676562500000001 0.6625 0.5087499999999999 0.6515625 0.6778125 0.8 0.6084375000000001 0.7896875
105 0.53609375 0.5648437499999999 0.6740625 0.641875 0.6721875 0.6693749999999998 0.5159374999999999 0.6500000000000001 0.6806250000000001 0.8001562499999999 0.6184375 0.79609375
106 0.5443749999999999 0.5803125 0.68140625 0.6446875 0.6781250000000001 0.6775 0.5232812499999999 0.64734375 0.6865625 0.803125 0.62765625 0.79625
107 0.5556249999999999 0.5892187499999999 0.6893749999999998 0.6481250000000001 0.6834375 0.6826562500000001 0.53625 0.6464062500000001 0.6859375 0.8039062499999998 0.6331249999999999 0.791875
108 0.556875 0.598125 0.6910937500000001 0.65609375 0.6859375 0.6865624999999999 0.5473437499999999 0.64546875 0.6895312499999999 0.8003125000000001 0.64 0.7932812499999999
109 0.5603125 0.6126562499999999 0.68921875 0.6529687500000001 0.6787500000000001 0.6907812500000001 0.5428124999999999 0.6442187500000001 0.69015625 0.8028124999999999 0.64625 0.79359375
110 0.5603125 0.6184375 0.6918749999999999 0.6565624999999999 0.6864062499999999 0.6882812500000001 0.54515625 0.6475 0.6967187499999999 0.805625 0.6543749999999999 0.79578125
111 0.5625 0.61890625 0.6920312499999999 0.65875 0.6903124999999999 0.6904687499999999 0.5520312500000001 0.6520312500000001 0.70140625 0.8099999999999999 0.655 0.79546875
112 0.5671875 0.6259375 0.6923437500000001 0.66109375 0.6909375 0.6934375 0.5626562500000001 0.6584375 0.7029687499999999 0.8139062499999999 0.6568750000000001 0.795625
113 0.5692187499999999 0.6403125 0.6985937499999999 0.66328125 0.69765625 0.6929687499999999 0.5753124999999999 0.6678125 0.7090625 0.809375 0.6559375000000001 0.7959375000000001
114 0.5756249999999999 0.64515625 0.70140625 0.6690625000000001 0.7032812500000001 0.69859375 0.5821875000000001 0.6734375 0.7107812499999999 0.8107812500000001 0.66140625 0.8006249999999999
115 0.57953125 0.64671875 0.7089062499999998 0.67125 0.70984375 0.7034374999999999 0.59203125 0.6751562500000001 0.7114062500000001 0.8134375 0.6646875 0.8040625
116 0.5849999999999999 0.6535937500000001 0.71296875 0.6746874999999999 0.7107812499999999 0.7074999999999999 0.5959374999999999 0.6821875 0.7109375000000001 0.81421875 0.6628125 0.8084374999999998
117 0.5945312500000001 0.65734375 0.71921875 0.6784375 0.72359375 0.7126562500000001 0.61296875 0.6890625 0.7203124999999999 0.8182812499999998 0.66625 0.81078125
118 0.6079687500000001 0.66109375 0.7232812499999999 0.6778124999999999 0.72046875 0.7162500000000002 0.6203125 0.688125 0.72984375 0.8201562499999999 0.6646874999999999 0.8128125
119 0.61421875 0.6725 0.73078125 0.6879687499999999 0.72375 0.7185937499999999 0.62765625 0.6937499999999999 0.72984375 0.82390625 0.67375 0.81703125
120 0.620625 0.6751562499999999 0.7360937499999999 0.6881250000000001 0.7332812499999999 0.7225 0.631875 0.6965625 0.726875 0.82984375 0.6821875000000001 0.8198437499999999
121 0.629375 0.6799999999999999 0.74109375 0.69796875 0.733125 0.7256250000000001 0.64640625 0.6992187499999999 0.73 0.8296875 0.684375 0.8256249999999999
122 0.6365624999999999 0.69203125 0.75171875 0.7021875000000001 0.7340625000000001 0.7315625 0.6503124999999998 0.701875 0.7389062500000001 0.8296875 0.68625 0.8270312500000001
123 0.646875 0.69578125 0.7565625 0.7100000000000001 0.743125 0.74015625 0.6643749999999999 0.7051562499999999 0.74453125 0.829375 0.69296875 0.82578125
124 0.65546875 0.7001562499999999 0.7615624999999999 0.7134375000000001 0.75703125 0.7437500000000001 0.6685937500000001 0.7073437499999999 0.74984375 0.8265625 0.6951562499999999 0.8282812499999999
125 0.66984375 0.7095312500000001 0.7665625 0.7228125 0.76171875 0.7503124999999999 0.6728125 0.7095312500000001 0.75515625 0.83078125 0.7023437499999999 0.83140625
126 0.47828125000000005 0.5351562500000001 0.7684374999999999 0.72984375 0.7675 0.75796875 0.49234375 0.6520312500000001 0.760625 0.8318750000000001 0.70359375 0.8300000000000001
127 0.49796874999999996 0.54921875 0.775625 0.735 0.7670312499999998 0.7654687499999999 0.5185937500000001 0.64703125 0.76609375 0.8365624999999998 0.7154687500000001 0.83140625
128 0.50921875 0.5551562499999999 0.7848437500000001 0.7359375000000001 0.7809375000000001 0.7734374999999998 0.5321875 0.65328125 0.7709374999999999 0.8396874999999999 0.7242187500000001 0.83359375
129 0.5206250000000001 0.56515625 0.7929687500000001 0.740625 0.7859375 0.7781250000000001 0.5385937500000001 0.6535937500000001 0.775 0.8418749999999999 0.7354687500000001 0.8353125
130 0.53421875 0.57109375 0.7998437500000001 0.74140625 0.7923437499999999 0.78078125 0.539375 0.6565624999999999 0.78453125 0.84296875 0.74140625 0.8375
131 0.538125 0.5734375 0.8076562500000002 0.7490625 0.79609375 0.789375 0.53828125 0.66203125 0.7892187500000001 0.846875 0.74953125 0.8410937500000001
132 0.5404687499999999 0.5728125000000002 0.81015625 0.745 0.803125 0.7896875 0.53734375 0.6621875 0.79171875 0.8482812500000001 0.7603125 0.8443750000000001
133 0.5443749999999999 0.58421875 0.82109375 0.751875 0.80546875 0.7989062499999999 0.5426562500000001 0.6660937500000002 0.7959375000000001 0.8503125 0.76390625 0.8442187499999999
134 0.5525 0.58640625 0.82875 0.75734375 0.8128125 0.80109375 0.54390625 0.6703125 0.80296875 0.8515625 0.7690625 0.8481249999999999
135 0.5620312500000001 0.5945312500000001 0.8354687499999999 0.7625 0.8178124999999999 0.8043750000000001 0.5535937499999999 0.671875 0.8060937499999999 0.85375 0.7728124999999999 0.8495312499999998
136 0.5635937500000001 0.5984375 0.840625 0.7706250000000001 0.821875 0.80921875 0.55796875 0.670625 0.8064062499999999 0.8573437499999998 0.7823437500000001 0.8515625
137 0.56484375 0.605 0.8451562499999999 0.7757812500000001 0.8265625 0.8150000000000002 0.55609375 0.6718749999999999 0.81078125 0.8596875 0.7845312499999999 0.8535937499999999
138 0.5715625 0.61109375 0.85125 0.7792187500000001 0.8318749999999999 0.8234375 0.5576562500000001 0.6809375 0.8182812499999998 0.8614062499999999 0.7893749999999999 0.8565624999999999
139 0.5815625 0.6146874999999999 0.8590625 0.7854687499999999 0.83890625 0.8275 0.56046875 0.68578125 0.82578125 0.86421875 0.7921875 0.85765625
140 0.58609375 0.625625 0.859375 0.794375 0.8425 0.8340624999999999 0.5717187499999999 0.690625 0.83203125 0.86796875 0.7965625 0.8573437499999998
141 0.5912499999999999 0.6271875 0.85578125 0.80375 0.85 0.83515625 0.5693750000000001 0.6942187499999999 0.8375000000000001 0.86875 0.8015625 0.8598437499999999
142 0.593125 0.6346875 0.8592187499999999 0.8059375 0.85390625 0.8401562499999999 0.58234375 0.6918749999999999 0.8415624999999999 0.87046875 0.80828125 0.8596875
143 0.59609375 0.6446875000000001 0.8651562500000001 0.8106250000000002 0.8550000000000001 0.8410937500000001 0.5965625 0.7009375 0.8457812499999999 0.86984375 0.8084374999999999 0.8604687500000001
144 0.61046875 0.6542187499999998 0.8657812500000001 0.8150000000000001 0.859375 0.84296875 0.6003125 0.7073437499999999 0.851875 0.87109375 0.8140625 0.8612500000000001
145 0.6173437500000001 0.65859375 0.87109375 0.8196875 0.86015625 0.8439062500000001 0.6015625000000001 0.71171875 0.8589062500000001 0.871875 0.81875 0.8618750000000001
146 0.61890625 0.6609375000000001 0.8745312500000001 0.82390625 0.8634375000000001 0.84609375 0.6096874999999999 0.7196874999999999 0.86390625 0.87265625 0.8271875 0.8632812499999998
147 0.630625 0.6704687500000001 0.8800000000000001 0.8248437500000001 0.8625 0.8514062499999999 0.61671875 0.7260937500000001 0.8671875 0.8748437499999999 0.8309374999999999 0.86359375
148 0.640625 0.68640625 0.8842187499999999 0.8300000000000001 0.8668750000000001 0.8528125 0.6287499999999999 0.73078125 0.87171875 0.875 0.8354687499999999 0.8643750000000001
149 0.63890625 0.68921875 0.88640625 0.8339062499999998 0.8696874999999998 0.8578125 0.6364062500000001 0.7368750000000001 0.8751562499999999 0.8753125 0.8390625000000002 0.8667187500000001
150 0.64828125 0.6937499999999999 0.8890625 0.8360937500000001 0.8709374999999999 0.859375 0.645 0.7401562500000001 0.880625 0.8759375 0.8390625 0.8667187500000001
151 0.46859375 0.5276562499999999 0.61796875 0.6034375 0.8734374999999999 0.8634375000000001 0.4690625 0.69515625 0.61796875 0.809375 0.8439062500000001 0.8670312499999998
152 0.48609375000000005 0.536875 0.64953125 0.6317187499999999 0.8748437499999999 0.86796875 0.49343750000000003 0.69359375 0.6573437500000001 0.8104687500000001 0.8446875 0.8665625
153 0.49234374999999997 0.5440625000000001 0.6721874999999999 0.6434375 0.8740625000000002 0.8684375 0.504375 0.6945312499999999 0.67109375 0.80703125 0.8492187499999998 0.86640625
154 0.5 0.54875 0.67796875 0.66015625 0.8746875 0.87109375 0.5092187499999999 0.6953125 0.68703125 0.8081250000000001 0.85375 0.8671875
155 0.5012500000000001 0.5534375 0.6846875 0.6673437499999999 0.8764062500000002 0.8731249999999999 0.5103125 0.7017187500000002 0.7006249999999999 0.8103125 0.8590625 0.8682812500000001
