"nom_fichier","premiere_valeur_ssrate","rang_succes_non_nul","derniere_valeur_ssrate","Tx_Acc_ssrate","premiere_valeur_accuracy","derniere_valeur_accuracy","Tx_Acc_accuracy"
"G_200001_1_learn_average",0.0666666666666667,"3",0.9661755,NA,0.16796875,0.8125,NA
